1, Bachelors, Never-married, Not-in-family
15959, Some-college, Never-married, Not-in-family
15960, HS-grad, Divorced, Not-in-family
15961, HS-grad, Widowed, Not-in-family
15962, Bachelors, Married-civ-spouse, Husband
15963, HS-grad, Never-married, Not-in-family
15964, 7th-8th, Married-civ-spouse, Husband
15965, Bachelors, Divorced, Unmarried
15966, Masters, Divorced, Own-child
15967, HS-grad, Separated, Unmarried
15968, HS-grad, Married-civ-spouse, Husband
15969, Some-college, Married-civ-spouse, Husband
15970, HS-grad, Never-married, Own-child
15971, HS-grad, Married-civ-spouse, Husband
15972, Some-college, Married-civ-spouse, Husband
15973, Some-college, Never-married, Not-in-family
15974, Some-college, Married-civ-spouse, Husband
15975, Bachelors, Divorced, Own-child
15976, Some-college, Never-married, Not-in-family
15977, HS-grad, Married-civ-spouse, Husband
15978, HS-grad, Divorced, Not-in-family
15979, Some-college, Never-married, Own-child
15980, 12th, Married-civ-spouse, Husband
15981, Some-college, Never-married, Own-child
15982, HS-grad, Married-civ-spouse, Husband
15983, HS-grad, Never-married, Not-in-family
15984, Some-college, Married-civ-spouse, Wife
15985, HS-grad, Married-civ-spouse, Husband
15986, HS-grad, Married-civ-spouse, Husband
15987, Some-college, Divorced, Not-in-family
15988, 10th, Never-married, Other-relative
15989, Masters, Never-married, Not-in-family
15990, Some-college, Never-married, Own-child
15991, 9th, Never-married, Not-in-family
15992, HS-grad, Married-civ-spouse, Husband
15993, HS-grad, Separated, Not-in-family
15994, HS-grad, Married-civ-spouse, Husband
15995, Bachelors, Married-civ-spouse, Husband
15996, HS-grad, Widowed, Other-relative
15997, HS-grad, Married-civ-spouse, Husband
15998, HS-grad, Widowed, Unmarried
15999, Some-college, Married-civ-spouse, Husband
16000, HS-grad, Never-married, Not-in-family
16001, Some-college, Married-civ-spouse, Husband
16002, Bachelors, Never-married, Not-in-family
16003, Bachelors, Divorced, Unmarried
16004, Some-college, Divorced, Own-child
16005, HS-grad, Divorced, Not-in-family
16006, HS-grad, Widowed, Unmarried
16007, Bachelors, Never-married, Own-child
16008, Masters, Never-married, Not-in-family
16009, Bachelors, Separated, Not-in-family
16010, HS-grad, Married-civ-spouse, Husband
16011, Assoc-acdm, Married-civ-spouse, Wife
16012, HS-grad, Divorced, Not-in-family
16013, Bachelors, Never-married, Not-in-family
16014, Some-college, Widowed, Unmarried
16015, 7th-8th, Married-civ-spouse, Husband
16016, HS-grad, Divorced, Not-in-family
16017, HS-grad, Never-married, Not-in-family
16018, Assoc-acdm, Married-civ-spouse, Husband
16019, HS-grad, Married-civ-spouse, Husband
16020, Assoc-voc, Divorced, Not-in-family
16021, 7th-8th, Divorced, Unmarried
16022, HS-grad, Never-married, Not-in-family
16023, HS-grad, Married-civ-spouse, Husband
16024, HS-grad, Never-married, Not-in-family
16025, Some-college, Separated, Not-in-family
16026, Bachelors, Married-civ-spouse, Husband
16027, HS-grad, Married-civ-spouse, Husband
16028, Some-college, Divorced, Own-child
16029, Some-college, Married-spouse-absent, Unmarried
16030, Bachelors, Never-married, Not-in-family
16031, HS-grad, Never-married, Own-child
16032, HS-grad, Married-spouse-absent, Unmarried
16033, Some-college, Married-civ-spouse, Husband
16034, HS-grad, Divorced, Not-in-family
16035, HS-grad, Married-civ-spouse, Wife
16036, HS-grad, Never-married, Not-in-family
16037, Masters, Never-married, Not-in-family
16038, HS-grad, Married-civ-spouse, Husband
16039, 11th, Never-married, Not-in-family
16040, Some-college, Married-civ-spouse, Husband
16041, HS-grad, Never-married, Not-in-family
16042, Some-college, Never-married, Own-child
16043, Bachelors, Never-married, Not-in-family
16044, Assoc-acdm, Never-married, Own-child
16045, HS-grad, Divorced, Other-relative
16046, Assoc-voc, Never-married, Not-in-family
16047, HS-grad, Widowed, Not-in-family
16048, 11th, Never-married, Own-child
16049, 7th-8th, Married-civ-spouse, Husband
16050, HS-grad, Divorced, Unmarried
16051, Some-college, Married-civ-spouse, Husband
16052, Prof-school, Never-married, Other-relative
16053, HS-grad, Married-civ-spouse, Husband
16054, Masters, Married-civ-spouse, Husband
16055, HS-grad, Never-married, Not-in-family
16056, Some-college, Married-civ-spouse, Wife
16057, Some-college, Never-married, Not-in-family
16058, Some-college, Never-married, Own-child
16059, HS-grad, Married-civ-spouse, Husband
16060, HS-grad, Separated, Own-child
16061, Bachelors, Widowed, Not-in-family
16062, HS-grad, Never-married, Not-in-family
16063, Some-college, Married-civ-spouse, Husband
16064, HS-grad, Married-civ-spouse, Husband
16065, Bachelors, Never-married, Not-in-family
16066, 5th-6th, Never-married, Not-in-family
16067, Bachelors, Married-civ-spouse, Husband
16068, HS-grad, Married-spouse-absent, Unmarried
16069, HS-grad, Never-married, Not-in-family
16070, HS-grad, Married-civ-spouse, Husband
16071, HS-grad, Never-married, Not-in-family
16072, HS-grad, Married-civ-spouse, Husband
16073, Some-college, Divorced, Not-in-family
16074, 11th, Married-civ-spouse, Husband
16075, Some-college, Divorced, Unmarried
16076, Bachelors, Divorced, Not-in-family
16077, 1st-4th, Married-civ-spouse, Husband
16078, Bachelors, Never-married, Not-in-family
16079, Bachelors, Married-civ-spouse, Husband
16080, Masters, Married-civ-spouse, Husband
16081, Some-college, Never-married, Not-in-family
16082, Some-college, Married-civ-spouse, Wife
16083, Bachelors, Never-married, Not-in-family
16084, Doctorate, Married-civ-spouse, Husband
16085, Some-college, Never-married, Own-child
16086, 7th-8th, Never-married, Unmarried
16087, 12th, Married-civ-spouse, Wife
16088, HS-grad, Divorced, Not-in-family
16089, Some-college, Divorced, Not-in-family
16090, Some-college, Never-married, Not-in-family
16091, 10th, Married-spouse-absent, Unmarried
16092, Some-college, Divorced, Unmarried
16093, Bachelors, Married-civ-spouse, Wife
16094, Bachelors, Married-civ-spouse, Wife
16095, Bachelors, Married-civ-spouse, Husband
16096, HS-grad, Never-married, Own-child
16097, 10th, Never-married, Own-child
16098, Some-college, Divorced, Unmarried
16099, Some-college, Divorced, Not-in-family
16100, HS-grad, Married-civ-spouse, Husband
16101, Bachelors, Never-married, Not-in-family
16102, HS-grad, Divorced, Not-in-family
16103, Some-college, Divorced, Not-in-family
16104, 1st-4th, Married-civ-spouse, Husband
16105, HS-grad, Married-civ-spouse, Husband
16106, Bachelors, Never-married, Not-in-family
16107, Assoc-acdm, Married-civ-spouse, Husband
16108, Bachelors, Married-civ-spouse, Husband
16109, 9th, Widowed, Not-in-family
16110, Bachelors, Married-civ-spouse, Husband
16111, Some-college, Never-married, Own-child
16112, Bachelors, Never-married, Not-in-family
16113, Some-college, Married-civ-spouse, Wife
16114, Masters, Married-civ-spouse, Husband
16115, 7th-8th, Married-civ-spouse, Husband
16116, Some-college, Married-civ-spouse, Husband
16117, HS-grad, Married-civ-spouse, Husband
16118, Some-college, Married-civ-spouse, Husband
16119, Some-college, Divorced, Unmarried
16120, Some-college, Divorced, Own-child
16121, Bachelors, Divorced, Not-in-family
16122, HS-grad, Never-married, Not-in-family
16123, HS-grad, Married-civ-spouse, Husband
16124, 9th, Never-married, Own-child
16125, HS-grad, Married-civ-spouse, Husband
16126, 10th, Never-married, Own-child
16127, HS-grad, Married-civ-spouse, Husband
16128, HS-grad, Married-civ-spouse, Husband
16129, HS-grad, Married-civ-spouse, Husband
16130, HS-grad, Never-married, Own-child
16131, HS-grad, Never-married, Not-in-family
16132, 12th, Never-married, Own-child
16133, Assoc-acdm, Divorced, Not-in-family
16134, Bachelors, Never-married, Other-relative
16135, Masters, Never-married, Not-in-family
16136, HS-grad, Never-married, Own-child
16137, 11th, Married-civ-spouse, Husband
16138, Assoc-acdm, Married-civ-spouse, Husband
16139, 7th-8th, Widowed, Other-relative
16140, Some-college, Married-civ-spouse, Husband
16141, HS-grad, Married-civ-spouse, Other-relative
16142, Some-college, Married-civ-spouse, Husband
16143, 5th-6th, Married-civ-spouse, Husband
16144, Masters, Never-married, Not-in-family
16145, HS-grad, Never-married, Not-in-family
16146, Masters, Married-civ-spouse, Husband
16147, Some-college, Never-married, Own-child
16148, Assoc-voc, Divorced, Not-in-family
16149, HS-grad, Never-married, Own-child
16150, 10th, Divorced, Not-in-family
16151, Some-college, Never-married, Own-child
16152, HS-grad, Married-civ-spouse, Wife
16153, Masters, Never-married, Not-in-family
16154, Bachelors, Never-married, Not-in-family
16155, HS-grad, Never-married, Not-in-family
16156, Some-college, Never-married, Own-child
16157, Some-college, Divorced, Not-in-family
16158, HS-grad, Married-civ-spouse, Husband
16159, 11th, Married-civ-spouse, Own-child
16160, HS-grad, Married-civ-spouse, Husband
16161, HS-grad, Widowed, Unmarried
16162, Bachelors, Married-civ-spouse, Husband
16163, 9th, Married-civ-spouse, Husband
16164, HS-grad, Separated, Not-in-family
16165, Some-college, Married-civ-spouse, Husband
16166, HS-grad, Married-civ-spouse, Husband
16167, HS-grad, Married-civ-spouse, Husband
16168, HS-grad, Married-civ-spouse, Husband
16169, Bachelors, Never-married, Not-in-family
16170, 7th-8th, Married-civ-spouse, Husband
16171, Bachelors, Divorced, Unmarried
16172, Some-college, Never-married, Not-in-family
16173, HS-grad, Separated, Unmarried
16174, Some-college, Never-married, Own-child
16175, Bachelors, Married-civ-spouse, Husband
16176, Assoc-voc, Divorced, Not-in-family
16177, Prof-school, Married-civ-spouse, Husband
16178, Masters, Married-civ-spouse, Husband
16179, HS-grad, Divorced, Other-relative
16180, Some-college, Never-married, Other-relative
16181, Some-college, Married-civ-spouse, Husband
16182, HS-grad, Married-civ-spouse, Husband
16183, HS-grad, Married-civ-spouse, Husband
16184, 7th-8th, Married-civ-spouse, Husband
16185, Bachelors, Never-married, Not-in-family
16186, Some-college, Never-married, Own-child
16187, HS-grad, Never-married, Own-child
16188, HS-grad, Never-married, Unmarried
16189, Bachelors, Married-civ-spouse, Husband
16190, 11th, Never-married, Not-in-family
16191, Bachelors, Never-married, Not-in-family
16192, HS-grad, Never-married, Not-in-family
16193, Bachelors, Never-married, Not-in-family
16194, Assoc-voc, Never-married, Own-child
16195, Masters, Never-married, Not-in-family
16196, 11th, Never-married, Unmarried
16197, Some-college, Divorced, Not-in-family
16198, 7th-8th, Widowed, Unmarried
16199, HS-grad, Married-civ-spouse, Husband
16200, HS-grad, Never-married, Own-child
16201, Some-college, Never-married, Other-relative
16202, HS-grad, Married-civ-spouse, Husband
16203, Some-college, Never-married, Other-relative
16204, HS-grad, Married-civ-spouse, Husband
16205, Bachelors, Married-civ-spouse, Husband
16206, Some-college, Married-civ-spouse, Husband
16207, Some-college, Married-civ-spouse, Husband
16208, HS-grad, Married-civ-spouse, Husband
16209, Bachelors, Divorced, Not-in-family
16210, Some-college, Married-civ-spouse, Husband
16211, 9th, Married-civ-spouse, Husband
16212, Masters, Never-married, Not-in-family
16213, Bachelors, Never-married, Unmarried
16214, HS-grad, Never-married, Own-child
16215, Bachelors, Never-married, Not-in-family
16216, HS-grad, Never-married, Not-in-family
16217, HS-grad, Never-married, Other-relative
16218, Some-college, Married-civ-spouse, Wife
16219, Some-college, Never-married, Own-child
16220, HS-grad, Never-married, Not-in-family
16221, Bachelors, Married-civ-spouse, Husband
16222, Some-college, Never-married, Own-child
16223, HS-grad, Never-married, Own-child
16224, 11th, Never-married, Own-child
16225, Some-college, Never-married, Not-in-family
16226, 9th, Married-civ-spouse, Husband
16227, 11th, Never-married, Own-child
16228, HS-grad, Married-civ-spouse, Husband
16229, HS-grad, Married-civ-spouse, Husband
16230, Masters, Never-married, Not-in-family
16231, HS-grad, Separated, Unmarried
16232, Bachelors, Married-civ-spouse, Husband
16233, Some-college, Never-married, Own-child
16234, HS-grad, Never-married, Not-in-family
16235, HS-grad, Married-civ-spouse, Husband
16236, 9th, Never-married, Not-in-family
16237, Assoc-voc, Never-married, Not-in-family
16238, HS-grad, Married-civ-spouse, Husband
16239, Some-college, Married-civ-spouse, Husband
16240, Some-college, Married-civ-spouse, Husband
16241, Assoc-voc, Never-married, Not-in-family
16242, Assoc-voc, Divorced, Not-in-family
16243, HS-grad, Separated, Other-relative
16244, Bachelors, Married-civ-spouse, Husband
16245, HS-grad, Married-civ-spouse, Husband
16246, Assoc-acdm, Married-civ-spouse, Husband
16247, Prof-school, Married-civ-spouse, Husband
16248, Assoc-voc, Divorced, Not-in-family
16249, HS-grad, Married-civ-spouse, Husband
16250, HS-grad, Divorced, Not-in-family
16251, 9th, Never-married, Own-child
16252, Assoc-acdm, Married-civ-spouse, Husband
16253, HS-grad, Married-civ-spouse, Wife
16254, HS-grad, Divorced, Unmarried
16255, Some-college, Married-civ-spouse, Husband
16256, 11th, Widowed, Unmarried
16257, 10th, Married-spouse-absent, Unmarried
16258, HS-grad, Never-married, Not-in-family
16259, HS-grad, Separated, Not-in-family
16260, Bachelors, Married-civ-spouse, Husband
16261, Doctorate, Divorced, Other-relative
16262, Bachelors, Married-civ-spouse, Husband
16263, Some-college, Never-married, Own-child
16264, HS-grad, Married-civ-spouse, Husband
16265, Assoc-acdm, Married-civ-spouse, Husband
16266, Masters, Widowed, Not-in-family
16267, HS-grad, Separated, Unmarried
16268, Bachelors, Never-married, Own-child
16269, Prof-school, Married-civ-spouse, Husband
16270, Prof-school, Married-civ-spouse, Husband
16271, 7th-8th, Widowed, Not-in-family
16272, Assoc-voc, Never-married, Own-child
16273, Some-college, Married-civ-spouse, Husband
16274, Assoc-voc, Married-civ-spouse, Husband
16275, HS-grad, Married-civ-spouse, Husband
16276, HS-grad, Divorced, Not-in-family
16277, HS-grad, Married-civ-spouse, Husband
16278, Some-college, Divorced, Not-in-family
16279, Bachelors, Never-married, Not-in-family
16280, Assoc-voc, Never-married, Own-child
16281, HS-grad, Never-married, Own-child
16282, Assoc-voc, Married-civ-spouse, Husband
16283, HS-grad, Married-civ-spouse, Husband
16284, HS-grad, Married-civ-spouse, Wife
16285, Assoc-acdm, Married-civ-spouse, Husband
16286, 12th, Married-civ-spouse, Husband
16287, Assoc-acdm, Married-civ-spouse, Husband
16288, Some-college, Married-civ-spouse, Husband
16289, Bachelors, Married-civ-spouse, Husband
16290, HS-grad, Divorced, Not-in-family
16291, HS-grad, Never-married, Own-child
16292, Some-college, Married-civ-spouse, Husband
16293, 10th, Divorced, Not-in-family
16294, 12th, Never-married, Not-in-family
16295, HS-grad, Married-civ-spouse, Husband
16296, HS-grad, Married-civ-spouse, Husband
16297, HS-grad, Never-married, Own-child
16298, HS-grad, Married-civ-spouse, Husband
16299, Some-college, Never-married, Own-child
16300, Some-college, Never-married, Own-child
16301, HS-grad, Married-civ-spouse, Husband
16302, Masters, Divorced, Own-child
16303, HS-grad, Widowed, Not-in-family
16304, Some-college, Married-civ-spouse, Husband
16305, HS-grad, Married-civ-spouse, Husband
